NO_OF_FRAMES	386
NO_OF_CAMERAS	16
NO_OF_MARKERS	61
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-09-06, 20:13:53	12858.09897148
DATA_INCLUDED	3D
MARKER_NAMES	L_HEAD	R_HEAD	SGL	SJN	SXS	CV7	TV2	MAI	LV1	LV3	LV5	L_SAE	L_HUM	L_HLE	L_RSP	L_USP	L_HM2	R_SAE	R_HUM	R_HLE	R_RSP	R_USP	R_HM2	L_IAS	L_IPS	R_IPS	R_IAS	L_FTC	L_FLE	L_FME	L_FAX	L_TTC	L_FAL	L_TAM	L_FCC2	L_FCC	L_LCAL	L_FMT	L_FM5	L_FM2	L_PM6	L_FM1	L_P1MT	L_MCAL	R_FTC	R_FLE	R_FME	R_FAX	R_TTC	R_FAL	R_TAM	R_FCC2	R_FCC	R_LCAL	R_FMT	R_FM5	R_FM2	R_PM6	R_FM1	R_P1MT	R_MCAL
Frame	Time	L_HEAD X	L_HEAD Y	L_HEAD Z	R_HEAD X	R_HEAD Y	R_HEAD Z	SGL X	SGL Y	SGL Z	SJN X	SJN Y	SJN Z	SXS X	SXS Y	SXS Z	CV7 X	CV7 Y	CV7 Z	TV2 X	TV2 Y	TV2 Z	MAI X	MAI Y	MAI Z	LV1 X	LV1 Y	LV1 Z	LV3 X	LV3 Y	LV3 Z	LV5 X	LV5 Y	LV5 Z	L_SAE X	L_SAE Y	L_SAE Z	L_HUM X	L_HUM Y	L_HUM Z	L_HLE X	L_HLE Y	L_HLE Z	L_RSP X	L_RSP Y	L_RSP Z	L_USP X	L_USP Y	L_USP Z	L_HM2 X	L_HM2 Y	L_HM2 Z	R_SAE X	R_SAE Y	R_SAE Z	R_HUM X	R_HUM Y	R_HUM Z	R_HLE X	R_HLE Y	R_HLE Z	R_RSP X	R_RSP Y	R_RSP Z	R_USP X	R_USP Y	R_USP Z	R_HM2 X	R_HM2 Y	R_HM2 Z	L_IAS X	L_IAS Y	L_IAS Z	L_IPS X	L_IPS Y	L_IPS Z	R_IPS X	R_IPS Y	R_IPS Z	R_IAS X	R_IAS Y	R_IAS Z	L_FTC X	L_FTC Y	L_FTC Z	L_FLE X	L_FLE Y	L_FLE Z	L_FME X	L_FME Y	L_FME Z	L_FAX X	L_FAX Y	L_FAX Z	L_TTC X	L_TTC Y	L_TTC Z	L_FAL X	L_FAL Y	L_FAL Z	L_TAM X	L_TAM Y	L_TAM Z	L_FCC2 X	L_FCC2 Y	L_FCC2 Z	L_FCC X	L_FCC Y	L_FCC Z	L_LCAL X	L_LCAL Y	L_LCAL Z	L_FMT X	L_FMT Y	L_FMT Z	L_FM5 X	L_FM5 Y	L_FM5 Z	L_FM2 X	L_FM2 Y	L_FM2 Z	L_PM6 X	L_PM6 Y	L_PM6 Z	L_FM1 X	L_FM1 Y	L_FM1 Z	L_P1MT X	L_P1MT Y	L_P1MT Z	L_MCAL X	L_MCAL Y	L_MCAL Z	R_FTC X	R_FTC Y	R_FTC Z	R_FLE X	R_FLE Y	R_FLE Z	R_FME X	R_FME Y	R_FME Z	R_FAX X	R_FAX Y	R_FAX Z	R_TTC X	R_TTC Y	R_TTC Z	R_FAL X	R_FAL Y	R_FAL Z	R_TAM X	R_TAM Y	R_TAM Z	R_FCC2 X	R_FCC2 Y	R_FCC2 Z	R_FCC X	R_FCC Y	R_FCC Z	R_LCAL X	R_LCAL Y	R_LCAL Z	R_FMT X	R_FMT Y	R_FMT Z	R_FM5 X	R_FM5 Y	R_FM5 Z	R_FM2 X	R_FM2 Y	R_FM2 Z	R_PM6 X	R_PM6 Y	R_PM6 Z	R_FM1 X	R_FM1 Y	R_FM1 Z	R_P1MT X	R_P1MT Y	R_P1MT Z	R_MCAL X	R_MCAL Y	R_MCAL Z	
89	0.88000	555.092	484.029	1655.408	543.347	314.295	1644.164	664.316	389.257	1713.906	632.236	411.954	1413.503	672.517	411.460	1262.850	499.618	407.034	1498.344	479.109	411.971	1464.452	453.535	421.978	1328.677	505.074	417.673	1148.077	515.493	419.887	1110.092	509.449	418.888	1073.197	530.396	606.222	1474.918	460.408	645.394	1323.107	428.611	677.715	1181.096	684.134	661.938	1177.032	688.536	676.433	1110.425	754.762	685.962	1141.839	517.718	213.813	1455.204	429.817	192.495	1301.203	417.678	149.824	1164.380	675.115	160.723	1176.043	671.233	149.146	1108.527	736.817	119.085	1159.209	674.129	524.034	1013.489	507.341	458.275	1052.103	501.735	371.021	1045.788	663.331	303.613	1010.454	571.232	593.464	842.547	542.823	575.630	507.921	520.193	462.222	514.212	526.415	579.850	440.161	568.696	529.208	418.778	488.104	545.085	75.600	497.722	466.354	97.517	434.375	499.472	75.955	427.562	498.118	38.365	479.862	537.678	33.405	531.516	547.384	27.685	594.647	566.687	18.959	617.938	514.938	34.006	668.871	475.595	16.114	631.727	465.417	18.463	564.153	491.202	71.973	485.310	468.729	33.653	569.957	240.759	822.077	552.689	250.547	509.523	539.509	354.016	489.180	525.462	237.223	439.588	580.069	282.557	424.538	482.441	261.321	78.259	512.471	340.728	88.642	440.696	311.253	74.425	433.272	312.090	39.371	480.239	269.707	33.992	533.915	253.371	27.940	590.227	230.860	20.482	629.387	279.736	31.243	670.536	320.223	17.683	639.123	329.923	22.305	571.957	300.698	71.844	489.161	335.827	34.439
90	0.89000	555.159	484.069	1655.410	543.423	314.321	1644.207	664.393	389.211	1714.049	632.139	411.932	1413.499	672.500	411.474	1262.886	499.515	406.963	1498.310	479.015	411.889	1464.414	453.538	421.911	1328.613	505.132	417.654	1148.059	515.540	419.899	1110.084	509.468	418.886	1073.197	530.212	606.151	1474.894	460.201	645.248	1323.133	428.502	677.640	1181.109	683.984	661.932	1177.046	688.370	676.463	1110.451	754.596	685.975	1141.856	517.657	213.766	1455.125	429.814	192.468	1301.069	417.725	149.861	1164.228	675.169	160.751	1175.981	671.303	149.229	1108.449	736.841	119.121	1159.156	674.173	524.047	1013.489	507.379	458.268	1052.118	501.776	370.998	1045.762	663.368	303.589	1010.432	571.260	593.484	842.546	542.877	575.641	507.906	520.214	462.228	514.205	526.453	579.857	440.138	568.723	529.216	418.740	488.117	545.094	75.611	497.711	466.376	97.508	434.371	499.493	75.952	427.566	498.125	38.373	479.864	537.666	33.403	531.519	547.392	27.677	594.662	566.690	18.958	617.934	514.953	33.998	668.857	475.589	16.104	631.727	465.416	18.456	564.157	491.190	71.993	485.311	468.731	33.652	570.003	240.771	822.050	552.719	250.542	509.497	539.553	354.014	489.171	525.492	237.221	439.589	580.102	282.565	424.547	482.439	261.336	78.263	512.468	340.730	88.657	440.708	311.271	74.416	433.281	312.081	39.366	480.236	269.710	33.979	533.936	253.373	27.947	590.231	230.859	20.486	629.404	279.722	31.245	670.553	320.213	17.680	639.125	329.934	22.300	571.946	300.692	71.841	489.162	335.833	34.453
91	0.90000	555.199	484.106	1655.390	543.496	314.367	1644.302	664.394	389.298	1714.169	632.053	411.900	1413.503	672.500	411.471	1262.939	499.412	406.882	1498.301	478.908	411.822	1464.358	453.512	421.864	1328.550	505.163	417.645	1148.038	515.562	419.882	1110.079	509.515	418.872	1073.172	530.036	606.094	1474.879	460.083	645.183	1323.112	428.318	677.563	1181.121	683.853	661.940	1177.083	688.221	676.471	1110.476	754.441	686.027	1141.889	517.601	213.690	1455.034	429.733	192.472	1300.938	417.785	149.904	1164.056	675.222	160.805	1175.941	671.375	149.329	1108.408	736.864	119.161	1159.158	674.197	524.058	1013.492	507.400	458.264	1052.111	501.814	371.002	1045.766	663.434	303.589	1010.436	571.297	593.479	842.567	542.900	575.647	507.918	520.281	462.216	514.188	526.485	579.874	440.142	568.772	529.220	418.756	488.093	545.092	75.643	497.706	466.361	97.520	434.388	499.515	75.957	427.557	498.137	38.388	479.863	537.679	33.393	531.514	547.376	27.675	594.681	566.686	18.976	617.946	514.956	33.992	668.862	475.606	16.101	631.722	465.423	18.465	564.156	491.208	71.975	485.321	468.740	33.642	570.069	240.760	822.069	552.770	250.551	509.515	539.594	354.034	489.191	525.515	237.235	439.578	580.119	282.567	424.512	482.420	261.325	78.274	512.470	340.728	88.651	440.712	311.249	74.444	433.286	312.100	39.355	480.236	269.714	33.990	533.928	253.378	27.937	590.236	230.861	20.496	629.393	279.730	31.240	670.545	320.233	17.690	639.127	329.939	22.295	571.951	300.719	71.857	489.171	335.832	34.442
92	0.91000	555.227	484.113	1655.314	543.549	314.378	1644.314	664.367	389.362	1714.240	631.985	411.903	1413.540	672.462	411.475	1262.931	499.328	406.797	1498.245	478.829	411.733	1464.309	453.496	421.792	1328.506	505.192	417.637	1148.033	515.614	419.852	1110.054	509.537	418.858	1073.183	529.848	606.025	1474.875	459.893	645.095	1323.141	428.139	677.496	1181.114	683.660	661.951	1177.102	688.035	676.491	1110.526	754.295	686.023	1141.903	517.536	213.620	1454.949	429.739	192.436	1300.811	417.849	149.899	1163.940	675.281	160.858	1175.913	671.448	149.373	1108.369	736.890	119.163	1159.129	674.223	524.059	1013.514	507.457	458.236	1052.093	501.875	370.981	1045.744	663.503	303.588	1010.447	571.332	593.493	842.557	542.912	575.637	507.896	520.297	462.231	514.206	526.505	579.856	440.144	568.790	529.209	418.747	488.102	545.089	75.624	497.688	466.383	97.526	434.373	499.504	75.967	427.562	498.139	38.379	479.865	537.657	33.402	531.503	547.379	27.683	594.680	566.682	18.965	617.952	514.950	33.996	668.881	475.598	16.114	631.725	465.423	18.451	564.161	491.187	71.981	485.315	468.724	33.658	570.101	240.780	822.069	552.797	250.553	509.507	539.610	354.027	489.177	525.569	237.219	439.617	580.147	282.552	424.506	482.461	261.325	78.251	512.490	340.716	88.634	440.719	311.271	74.416	433.278	312.088	39.363	480.243	269.726	34.003	533.931	253.369	27.934	590.240	230.869	20.471	629.404	279.742	31.240	670.547	320.207	17.674	639.138	329.930	22.289	571.980	300.695	71.847	489.165	335.844	34.450
93	0.92000	555.213	484.145	1655.286	543.585	314.369	1644.365	664.313	389.433	1714.351	631.915	411.880	1413.516	672.489	411.503	1262.977	499.250	406.739	1498.230	478.751	411.655	1464.268	453.477	421.756	1328.453	505.229	417.616	1148.021	515.629	419.839	1110.047	509.573	418.856	1073.172	529.676	605.978	1474.834	459.720	644.970	1323.142	427.960	677.453	1181.140	683.490	661.965	1177.141	687.854	676.488	1110.552	754.097	686.086	1141.951	517.515	213.568	1454.869	429.755	192.411	1300.707	417.902	149.924	1163.792	675.349	160.897	1175.888	671.530	149.401	1108.338	736.982	119.234	1159.120	674.240	524.073	1013.529	507.451	458.240	1052.091	501.932	370.994	1045.740	663.542	303.607	1010.426	571.346	593.502	842.550	542.957	575.628	507.883	520.326	462.245	514.208	526.510	579.863	440.139	568.817	529.208	418.732	488.083	545.080	75.624	497.723	466.362	97.513	434.376	499.492	75.966	427.562	498.127	38.366	479.878	537.665	33.410	531.520	547.373	27.680	594.673	566.673	18.961	617.955	514.960	34.010	668.863	475.594	16.117	631.721	465.420	18.466	564.166	491.198	71.989	485.331	468.730	33.654	570.164	240.808	822.071	552.825	250.558	509.500	539.652	354.024	489.180	525.608	237.244	439.603	580.197	282.581	424.521	482.441	261.329	78.281	512.492	340.719	88.635	440.725	311.249	74.416	433.284	312.096	39.373	480.236	269.734	33.997	533.925	253.385	27.940	590.227	230.856	20.482	629.410	279.738	31.249	670.554	320.220	17.663	639.143	329.935	22.292	571.955	300.707	71.833	489.185	335.859	34.471
94	0.93000	555.212	484.172	1655.229	543.592	314.390	1644.421	664.256	389.538	1714.425	631.833	411.882	1413.534	672.489	411.487	1262.984	499.185	406.681	1498.206	478.703	411.610	1464.209	453.475	421.682	1328.397	505.238	417.591	1147.998	515.662	419.834	1110.033	509.598	418.840	1073.152	529.546	605.895	1474.798	459.591	644.862	1323.096	427.754	677.432	1181.182	683.300	661.993	1177.167	687.667	676.509	1110.567	753.912	686.125	1141.970	517.487	213.510	1454.811	429.780	192.421	1300.611	418.001	149.942	1163.691	675.408	160.936	1175.862	671.639	149.446	1108.319	737.054	119.283	1159.127	674.242	524.071	1013.530	507.492	458.235	1052.092	501.956	370.971	1045.728	663.586	303.613	1010.415	571.363	593.510	842.567	542.972	575.643	507.906	520.345	462.216	514.201	526.543	579.855	440.139	568.832	529.205	418.732	488.103	545.059	75.608	497.754	466.372	97.511	434.384	499.461	75.938	427.575	498.127	38.361	479.883	537.665	33.424	531.512	547.379	27.684	594.667	566.697	18.969	617.957	514.947	33.999	668.865	475.591	16.106	631.734	465.421	18.465	564.173	491.185	71.983	485.333	468.719	33.653	570.199	240.814	822.061	552.858	250.562	509.509	539.680	354.020	489.188	525.615	237.241	439.620	580.205	282.567	424.505	482.451	261.326	78.265	512.476	340.717	88.623	440.706	311.254	74.414	433.284	312.076	39.352	480.252	269.722	34.016	533.945	253.375	27.931	590.211	230.863	20.467	629.399	279.732	31.251	670.556	320.223	17.679	639.130	329.936	22.303	571.960	300.696	71.805	489.186	335.851	34.446
95	0.94000	555.147	484.198	1655.206	543.622	314.411	1644.434	664.207	389.622	1714.528	631.811	411.827	1413.513	672.488	411.509	1263.018	499.151	406.626	1498.170	478.650	411.543	1464.182	453.469	421.636	1328.358	505.296	417.576	1147.958	515.712	419.828	1110.003	509.623	418.833	1073.157	529.416	605.826	1474.757	459.353	644.736	1323.227	427.557	677.401	1181.215	683.070	662.034	1177.213	687.428	676.588	1110.600	753.687	686.172	1141.998	517.481	213.462	1454.776	429.809	192.388	1300.513	418.094	149.949	1163.575	675.486	160.964	1175.861	671.744	149.491	1108.293	737.158	119.333	1159.145	674.261	524.089	1013.536	507.509	458.228	1052.111	502.009	370.954	1045.708	663.661	303.602	1010.402	571.376	593.514	842.554	542.992	575.624	507.893	520.370	462.215	514.194	526.567	579.857	440.108	568.849	529.193	418.709	488.090	545.075	75.622	497.713	466.364	97.511	434.384	499.474	75.948	427.564	498.113	38.355	479.873	537.651	33.410	531.490	547.384	27.694	594.673	566.692	18.968	617.954	514.937	34.000	668.862	475.615	16.116	631.742	465.407	18.476	564.167	491.196	71.983	485.339	468.707	33.644	570.253	240.814	822.038	552.910	250.569	509.478	539.733	354.048	489.170	525.639	237.253	439.592	580.245	282.600	424.487	482.440	261.333	78.255	512.477	340.733	88.642	440.717	311.272	74.423	433.278	312.096	39.356	480.244	269.727	33.997	533.939	253.375	27.931	590.245	230.857	20.487	629.387	279.738	31.236	670.552	320.220	17.676	639.136	329.926	22.299	571.961	300.731	71.822	489.166	335.838	34.449
96	0.95000	555.085	484.216	1655.162	543.625	314.403	1644.513	664.139	389.681	1714.632	631.774	411.827	1413.503	672.468	411.485	1262.974	499.074	406.566	1498.140	478.610	411.482	1464.110	453.482	421.572	1328.282	505.292	417.545	1147.945	515.722	419.791	1109.991	509.631	418.823	1073.139	529.292	605.760	1474.705	458.943	644.258	1323.302	427.291	677.446	1181.319	682.832	662.082	1177.230	687.160	676.710	1110.662	753.440	686.259	1142.004	517.468	213.435	1454.734	429.862	192.360	1300.440	418.186	149.968	1163.484	675.588	160.997	1175.859	671.855	149.492	1108.307	737.287	119.402	1159.180	674.274	524.096	1013.516	507.512	458.205	1052.099	502.029	370.939	1045.709	663.729	303.604	1010.385	571.394	593.517	842.563	542.982	575.631	507.893	520.381	462.227	514.216	526.562	579.868	440.136	568.856	529.211	418.710	488.103	545.067	75.632	497.743	466.361	97.491	434.385	499.454	75.964	427.574	498.115	38.367	479.864	537.651	33.416	531.505	547.384	27.690	594.667	566.697	18.968	617.945	514.946	34.001	668.870	475.610	16.112	631.729	465.418	18.469	564.159	491.197	71.965	485.336	468.721	33.642	570.304	240.810	822.023	552.939	250.581	509.482	539.763	354.052	489.168	525.674	237.250	439.579	580.263	282.596	424.479	482.446	261.347	78.269	512.490	340.721	88.601	440.717	311.270	74.422	433.289	312.106	39.375	480.233	269.715	33.997	533.928	253.390	27.933	590.225	230.868	20.493	629.404	279.747	31.243	670.559	320.225	17.682	639.142	329.948	22.297	571.959	300.739	71.835	489.162	335.846	34.443
97	0.96000	555.036	484.216	1655.143	543.636	314.416	1644.533	664.051	389.709	1714.742	631.754	411.803	1413.500	672.510	411.456	1262.987	499.001	406.487	1498.123	478.553	411.438	1464.067	453.472	421.493	1328.266	505.336	417.509	1147.939	515.756	419.756	1109.981	509.683	418.796	1073.131	529.180	605.688	1474.657	458.758	644.193	1323.377	427.025	677.502	1181.434	682.570	662.152	1177.258	686.888	676.875	1110.693	753.184	686.335	1142.004	517.464	213.387	1454.725	429.988	192.309	1300.365	418.316	149.969	1163.420	675.740	161.034	1175.886	672.001	149.513	1108.322	737.425	119.460	1159.206	674.277	524.110	1013.520	507.545	458.181	1052.078	502.061	370.913	1045.699	663.754	303.612	1010.376	571.375	593.494	842.574	542.978	575.598	507.850	520.404	462.216	514.214	526.561	579.863	440.122	568.839	529.196	418.708	488.096	545.062	75.607	497.728	466.354	97.498	434.400	499.464	75.957	427.570	498.108	38.368	479.873	537.650	33.408	531.509	547.374	27.685	594.666	566.677	18.952	617.973	514.955	34.006	668.865	475.609	16.125	631.732	465.420	18.463	564.166	491.189	71.985	485.337	468.709	33.665	570.352	240.787	822.013	552.978	250.574	509.459	539.759	354.025	489.153	525.700	237.235	439.594	580.267	282.609	424.456	482.449	261.343	78.262	512.460	340.747	88.632	440.715	311.260	74.414	433.277	312.088	39.350	480.223	269.714	34.004	533.930	253.376	27.929	590.232	230.865	20.504	629.389	279.732	31.245	670.545	320.227	17.663	639.140	329.940	22.285	571.953	300.750	71.814	489.148	335.832	34.441
98	0.97000	554.938	484.234	1655.177	543.588	314.385	1644.574	663.953	389.775	1714.838	631.717	411.796	1413.519	672.529	411.452	1263.025	498.923	406.465	1498.078	478.530	411.377	1464.008	453.449	421.464	1328.228	505.339	417.495	1147.914	515.748	419.735	1109.978	509.646	418.762	1073.139	529.070	605.620	1474.626	458.572	644.142	1323.468	426.745	677.594	1181.570	682.291	662.261	1177.288	686.570	677.069	1110.735	752.912	686.458	1142.005	517.478	213.359	1454.748	430.063	192.279	1300.342	418.454	149.933	1163.390	675.890	161.045	1175.897	672.177	149.558	1108.369	737.613	119.518	1159.237	674.285	524.118	1013.520	507.543	458.157	1052.083	502.069	370.888	1045.706	663.798	303.612	1010.388	571.380	593.491	842.570	543.008	575.620	507.869	520.403	462.230	514.186	526.565	579.875	440.128	568.987	529.078	418.716	488.097	545.053	75.609	497.723	466.350	97.502	434.382	499.452	75.950	427.567	498.112	38.376	479.872	537.665	33.410	531.516	547.367	27.694	594.669	566.694	18.984	617.957	514.966	34.016	668.869	475.606	16.110	631.730	465.437	18.463	564.153	491.195	71.993	485.335	468.713	33.642	570.407	240.757	822.004	553.020	250.569	509.465	539.787	354.028	489.157	525.749	237.224	439.590	580.307	282.615	424.442	482.451	261.342	78.265	512.488	340.728	88.609	440.699	311.267	74.421	433.279	312.097	39.369	480.241	269.721	34.007	533.939	253.378	27.924	590.223	230.876	20.484	629.401	279.745	31.236	670.559	320.233	17.687	639.129	329.952	22.298	571.961	300.731	71.822	489.169	335.848	34.427
99	0.98000	554.864	484.229	1655.145	543.584	314.381	1644.577	663.847	389.820	1714.964	631.697	411.753	1413.542	672.510	411.442	1263.046	498.872	406.416	1498.057	478.510	411.319	1463.974	453.489	421.399	1328.196	505.391	417.449	1147.914	515.758	419.693	1109.972	509.678	418.733	1073.125	528.970	605.542	1474.585	458.404	644.098	1323.563	426.449	677.716	1181.736	682.002	662.374	1177.271	686.262	677.217	1110.736	752.597	686.615	1142.023	517.493	213.328	1454.754	430.147	192.242	1300.308	418.634	149.908	1163.345	676.046	161.092	1175.946	672.361	149.596	1108.385	737.789	119.584	1159.282	674.280	524.109	1013.514	507.555	458.123	1052.075	502.063	370.865	1045.704	663.819	303.594	1010.379	571.363	593.488	842.589	542.999	575.656	507.865	520.381	462.203	514.193	526.590	579.865	440.105	568.874	529.224	418.713	488.082	545.056	75.617	497.717	466.371	97.505	434.382	499.474	75.933	427.572	498.120	38.365	479.872	537.660	33.413	531.499	547.376	27.680	594.660	566.689	18.953	617.955	514.948	34.014	668.861	475.617	16.121	631.729	465.422	18.456	564.156	491.183	71.979	485.329	468.706	33.651	570.462	240.751	821.998	553.035	250.545	509.468	539.776	353.999	489.151	525.729	237.229	439.561	580.314	282.589	424.433	482.443	261.320	78.261	512.493	340.727	88.623	440.726	311.252	74.415	433.277	312.081	39.345	480.231	269.710	33.991	533.928	253.365	27.931	590.221	230.878	20.485	629.383	279.751	31.235	670.554	320.221	17.682	639.129	329.944	22.290	571.949	300.756	71.813	489.164	335.849	34.437
100	0.99000	554.772	484.244	1655.153	543.555	314.353	1644.632	663.725	389.844	1715.058	631.670	411.746	1413.584	672.565	411.436	1263.100	498.805	406.364	1498.035	478.472	411.254	1463.920	453.469	421.359	1328.176	505.375	417.402	1147.928	515.785	419.680	1109.970	509.681	418.703	1073.125	528.891	605.479	1474.562	458.232	644.067	1323.689	426.188	677.855	1181.894	681.690	662.513	1177.283	685.918	677.440	1110.763	752.256	686.809	1142.022	517.515	213.336	1454.787	430.254	192.182	1300.302	418.828	149.855	1163.324	676.222	161.113	1176.011	672.576	149.621	1108.472	737.995	119.639	1159.383	674.276	524.108	1013.517	507.527	458.089	1052.094	502.078	370.825	1045.697	663.845	303.587	1010.387	571.366	593.463	842.589	543.032	575.617	507.847	520.398	462.206	514.198	526.608	579.867	440.092	568.883	529.203	418.723	488.097	545.045	75.635	497.730	466.357	97.510	434.391	499.474	75.954	427.571	498.118	38.364	479.845	537.652	33.414	531.520	547.378	27.686	594.667	566.673	18.966	617.932	514.951	34.013	668.857	475.613	16.112	631.719	465.435	18.457	564.175	491.181	71.985	485.328	468.705	33.660	570.512	240.738	821.979	553.061	250.537	509.450	539.819	354.015	489.150	525.782	237.198	439.575	580.327	282.583	424.436	482.451	261.317	78.252	512.476	340.733	88.642	440.731	311.251	74.413	433.279	312.081	39.351	480.236	269.716	33.958	533.927	253.373	27.934	590.230	230.873	20.494	629.394	279.742	31.229	670.552	320.213	17.665	639.124	329.931	22.282	571.952	300.710	71.823	489.178	335.845	34.442
101	1.00000	554.686	484.235	1655.181	543.549	314.334	1644.634	663.626	389.838	1715.224	631.647	411.703	1413.623	672.576	411.431	1263.104	498.756	406.336	1498.011	478.423	411.178	1463.895	453.471	421.302	1328.157	505.393	417.377	1147.892	515.780	419.632	1109.974	509.684	418.659	1073.126	528.809	605.410	1474.576	458.048	644.084	1323.831	425.868	678.042	1182.093	681.373	662.694	1177.292	685.547	677.739	1110.795	751.949	687.022	1141.998	517.540	213.280	1454.830	430.361	192.118	1300.288	419.029	149.793	1163.313	676.411	161.139	1176.099	672.793	149.621	1108.556	738.198	119.683	1159.494	674.256	524.090	1013.508	507.531	458.053	1052.086	502.076	370.790	1045.708	663.838	303.561	1010.408	571.356	593.458	842.614	543.051	575.599	507.841	520.411	462.200	514.202	526.637	579.864	440.097	568.893	529.184	418.704	488.120	545.055	75.609	497.718	466.338	97.506	434.386	499.461	75.946	427.560	498.117	38.366	479.862	537.654	33.395	531.489	547.386	27.697	594.650	566.681	18.941	617.956	514.955	33.999	668.866	475.615	16.133	631.726	465.423	18.463	564.173	491.181	71.987	485.325	468.706	33.655	570.519	240.712	821.963	553.088	250.518	509.447	539.791	353.975	489.136	525.811	237.184	439.587	580.353	282.585	424.417	482.449	261.319	78.229	512.488	340.725	88.612	440.717	311.251	74.423	433.278	312.078	39.360	480.218	269.697	33.992	533.929	253.368	27.932	590.236	230.873	20.488	629.392	279.742	31.230	670.551	320.230	17.696	639.128	329.939	22.295	571.936	300.704	71.838	489.150	335.835	34.460
102	1.01000	554.601	484.214	1655.184	543.481	314.296	1644.656	663.506	389.834	1715.283	631.600	411.702	1413.643	672.590	411.428	1263.149	498.694	406.282	1497.991	478.401	411.122	1463.856	453.483	421.258	1328.108	505.423	417.334	1147.894	515.766	419.591	1109.977	509.663	418.610	1073.142	528.742	605.334	1474.538	457.852	644.108	1324.000	425.561	678.244	1182.324	681.045	662.922	1177.313	685.182	678.049	1110.813	751.600	687.298	1142.001	517.581	213.251	1454.880	430.498	192.057	1300.294	419.238	149.705	1163.290	676.607	161.151	1176.202	673.008	149.656	1108.657	738.422	119.732	1159.661	674.235	524.075	1013.537	507.547	458.017	1052.092	502.089	370.749	1045.709	663.856	303.572	1010.439	571.367	593.425	842.611	543.095	575.627	507.864	520.400	462.183	514.205	526.660	579.871	440.083	568.920	529.179	418.698	488.091	545.073	75.615	497.735	466.342	97.496	434.392	499.464	75.956	427.573	498.118	38.333	479.860	537.677	33.428	531.494	547.393	27.700	594.674	566.701	18.980	617.935	514.945	33.998	668.866	475.602	16.117	631.722	465.417	18.456	564.173	491.179	71.981	485.345	468.710	33.641	570.531	240.685	821.977	553.109	250.493	509.438	539.807	353.967	489.157	525.831	237.163	439.574	580.389	282.562	424.445	482.445	261.320	78.257	512.460	340.708	88.616	440.711	311.128	74.495	433.277	312.074	39.355	480.229	269.710	33.978	533.938	253.365	27.923	590.224	230.862	20.485	629.395	279.731	31.250	670.546	320.221	17.659	639.125	329.943	22.297	571.933	300.707	71.828	489.164	335.826	34.449
103	1.02000	554.480	484.198	1655.192	543.450	314.269	1644.684	663.400	389.853	1715.333	631.601	411.686	1413.691	672.607	411.451	1263.176	498.675	406.238	1497.989	478.372	411.055	1463.850	453.439	421.204	1328.118	505.384	417.307	1147.906	515.772	419.563	1109.981	509.659	418.589	1073.136	528.688	605.295	1474.531	457.665	644.140	1324.138	425.221	678.470	1182.562	680.724	663.203	1177.341	684.828	678.323	1110.835	751.248	687.603	1142.017	517.641	213.230	1454.932	430.634	191.992	1300.297	419.451	149.611	1163.309	676.807	161.157	1176.327	673.331	149.397	1109.031	738.660	119.768	1159.836	674.184	524.047	1013.531	507.490	457.981	1052.113	502.062	370.700	1045.717	663.861	303.558	1010.467	571.354	593.412	842.597	543.111	575.588	507.832	520.434	462.185	514.200	526.702	579.855	440.057	568.956	529.135	418.676	488.111	545.062	75.602	497.733	466.347	97.483	434.395	499.468	75.947	427.582	498.115	38.342	479.852	537.675	33.423	531.501	547.380	27.694	594.661	566.681	18.954	617.934	514.940	34.016	668.854	475.609	16.119	631.736	465.433	18.457	564.152	491.175	71.992	485.332	468.701	33.635	570.535	240.650	821.978	553.130	250.467	509.447	539.828	353.942	489.136	525.838	237.142	439.574	580.379	282.564	424.423	482.454	261.302	78.258	512.468	340.708	88.614	440.714	311.218	74.396	433.266	312.052	39.334	480.225	269.677	33.978	533.921	253.359	27.920	590.238	230.865	20.486	629.390	279.735	31.248	670.543	320.226	17.674	639.113	329.931	22.290	571.950	300.710	71.805	489.165	335.806	34.433
