NO_OF_FRAMES	386
NO_OF_CAMERAS	16
NO_OF_MARKERS	61
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-09-06, 20:13:53	12858.09897148
DATA_INCLUDED	3D
MARKER_NAMES	L_HEAD	R_HEAD	SGL	SJN	SXS	CV7	TV2	MAI	LV1	LV3	LV5	L_SAE	L_HUM	L_HLE	L_RSP	L_USP	L_HM2	R_SAE	R_HUM	R_HLE	R_RSP	R_USP	R_HM2	L_IAS	L_IPS	R_IPS	R_IAS	L_FTC	L_FLE	L_FME	L_FAX	L_TTC	L_FAL	L_TAM	L_FCC2	L_FCC	L_LCAL	L_FMT	L_FM5	L_FM2	L_PM6	L_FM1	L_P1MT	L_MCAL	R_FTC	R_FLE	R_FME	R_FAX	R_TTC	R_FAL	R_TAM	R_FCC2	R_FCC	R_LCAL	R_FMT	R_FM5	R_FM2	R_PM6	R_FM1	R_P1MT	R_MCAL
Frame	Time	L_HEAD X	L_HEAD Y	L_HEAD Z	R_HEAD X	R_HEAD Y	R_HEAD Z	SGL X	SGL Y	SGL Z	SJN X	SJN Y	SJN Z	SXS X	SXS Y	SXS Z	CV7 X	CV7 Y	CV7 Z	TV2 X	TV2 Y	TV2 Z	MAI X	MAI Y	MAI Z	LV1 X	LV1 Y	LV1 Z	LV3 X	LV3 Y	LV3 Z	LV5 X	LV5 Y	LV5 Z	L_SAE X	L_SAE Y	L_SAE Z	L_HUM X	L_HUM Y	L_HUM Z	L_HLE X	L_HLE Y	L_HLE Z	L_RSP X	L_RSP Y	L_RSP Z	L_USP X	L_USP Y	L_USP Z	L_HM2 X	L_HM2 Y	L_HM2 Z	R_SAE X	R_SAE Y	R_SAE Z	R_HUM X	R_HUM Y	R_HUM Z	R_HLE X	R_HLE Y	R_HLE Z	R_RSP X	R_RSP Y	R_RSP Z	R_USP X	R_USP Y	R_USP Z	R_HM2 X	R_HM2 Y	R_HM2 Z	L_IAS X	L_IAS Y	L_IAS Z	L_IPS X	L_IPS Y	L_IPS Z	R_IPS X	R_IPS Y	R_IPS Z	R_IAS X	R_IAS Y	R_IAS Z	L_FTC X	L_FTC Y	L_FTC Z	L_FLE X	L_FLE Y	L_FLE Z	L_FME X	L_FME Y	L_FME Z	L_FAX X	L_FAX Y	L_FAX Z	L_TTC X	L_TTC Y	L_TTC Z	L_FAL X	L_FAL Y	L_FAL Z	L_TAM X	L_TAM Y	L_TAM Z	L_FCC2 X	L_FCC2 Y	L_FCC2 Z	L_FCC X	L_FCC Y	L_FCC Z	L_LCAL X	L_LCAL Y	L_LCAL Z	L_FMT X	L_FMT Y	L_FMT Z	L_FM5 X	L_FM5 Y	L_FM5 Z	L_FM2 X	L_FM2 Y	L_FM2 Z	L_PM6 X	L_PM6 Y	L_PM6 Z	L_FM1 X	L_FM1 Y	L_FM1 Z	L_P1MT X	L_P1MT Y	L_P1MT Z	L_MCAL X	L_MCAL Y	L_MCAL Z	R_FTC X	R_FTC Y	R_FTC Z	R_FLE X	R_FLE Y	R_FLE Z	R_FME X	R_FME Y	R_FME Z	R_FAX X	R_FAX Y	R_FAX Z	R_TTC X	R_TTC Y	R_TTC Z	R_FAL X	R_FAL Y	R_FAL Z	R_TAM X	R_TAM Y	R_TAM Z	R_FCC2 X	R_FCC2 Y	R_FCC2 Z	R_FCC X	R_FCC Y	R_FCC Z	R_LCAL X	R_LCAL Y	R_LCAL Z	R_FMT X	R_FMT Y	R_FMT Z	R_FM5 X	R_FM5 Y	R_FM5 Z	R_FM2 X	R_FM2 Y	R_FM2 Z	R_PM6 X	R_PM6 Y	R_PM6 Z	R_FM1 X	R_FM1 Y	R_FM1 Z	R_P1MT X	R_P1MT Y	R_P1MT Z	R_MCAL X	R_MCAL Y	R_MCAL Z	
335	3.34000	547.741	486.557	1656.671	537.681	316.707	1644.838	659.180	392.820	1712.402	625.091	414.359	1413.538	666.715	412.772	1262.853	492.763	408.221	1497.953	472.549	412.187	1463.582	448.719	420.052	1327.331	501.739	414.458	1147.748	512.044	416.438	1109.909	505.799	415.292	1073.223	519.482	606.930	1470.679	448.258	643.535	1320.755	414.616	677.881	1179.501	670.235	668.050	1178.345	675.448	683.398	1111.942	741.422	694.126	1144.134	512.410	216.191	1458.988	428.935	190.845	1302.796	421.510	145.575	1166.397	677.892	162.183	1187.899	676.768	148.474	1121.053	741.598	122.056	1174.535	669.571	521.976	1014.806	503.368	454.589	1052.243	498.609	367.259	1045.970	660.592	301.888	1012.556	567.326	590.761	843.414	541.598	574.212	508.057	519.244	460.688	514.075	525.657	578.811	440.485	567.929	528.015	418.923	487.935	544.979	75.677	497.665	466.191	97.292	434.285	499.328	75.778	427.563	498.050	38.205	479.764	537.773	33.440	531.443	547.476	27.753	594.628	566.722	18.967	617.906	514.991	34.057	668.819	475.725	16.166	631.716	465.512	18.485	564.122	491.187	72.001	485.337	468.632	33.563	568.268	238.254	822.079	552.282	248.606	509.246	538.271	352.107	489.192	525.285	235.380	439.287	579.576	281.254	424.421	482.391	260.705	77.884	512.124	340.214	88.563	440.464	310.389	74.240	433.079	311.431	39.026	480.056	269.179	33.739	533.818	253.014	27.840	590.264	230.704	20.430	629.312	279.693	31.286	670.403	320.298	17.690	638.933	329.972	22.287	571.773	300.525	71.835	488.897	335.452	34.448
336	3.35000	547.774	486.562	1656.657	537.680	316.731	1644.854	659.175	392.853	1712.424	625.087	414.401	1413.542	666.709	412.786	1262.852	492.796	408.249	1497.964	472.560	412.221	1463.567	448.714	420.081	1327.349	501.719	414.479	1147.778	512.021	416.450	1109.947	505.787	415.300	1073.237	519.506	606.978	1470.701	448.280	643.573	1320.775	414.663	677.957	1179.527	670.278	668.080	1178.371	675.488	683.439	1111.962	741.457	694.140	1144.151	512.402	216.239	1458.994	428.917	190.921	1302.786	421.466	145.639	1166.386	677.879	162.189	1187.901	676.734	148.468	1121.038	741.578	122.031	1174.524	669.545	522.010	1014.806	503.307	454.599	1052.267	498.616	367.264	1045.958	660.617	301.939	1012.579	567.287	590.784	843.416	541.573	574.251	508.054	519.207	460.709	514.085	525.423	578.776	440.316	567.910	528.067	418.963	487.938	544.984	75.653	497.697	466.198	97.310	434.285	499.293	75.757	427.556	498.055	38.188	479.762	537.741	33.444	531.442	547.475	27.727	594.630	566.729	18.969	617.891	514.990	34.065	668.816	475.728	16.168	631.712	465.523	18.491	564.113	491.212	72.004	485.328	468.629	33.562	568.284	238.267	822.067	552.247	248.618	509.273	538.273	352.154	489.196	525.242	235.429	439.299	579.561	281.274	424.424	482.382	260.737	77.914	512.126	340.253	88.549	440.464	310.430	74.240	433.078	311.474	39.057	480.051	269.202	33.735	533.828	253.034	27.855	590.268	230.703	20.413	629.303	279.720	31.282	670.399	320.286	17.681	638.947	329.948	22.286	571.774	300.566	71.832	488.898	335.522	34.492
337	3.36000	547.774	486.570	1656.675	537.701	316.749	1644.837	659.196	392.827	1712.440	625.089	414.412	1413.517	666.699	412.823	1262.814	492.799	408.277	1497.965	472.593	412.239	1463.582	448.729	420.117	1327.363	501.751	414.498	1147.765	512.046	416.460	1109.926	505.818	415.291	1073.227	519.529	606.990	1470.726	448.324	643.621	1320.802	414.709	678.026	1179.552	670.305	668.104	1178.398	675.521	683.501	1112.010	741.493	694.154	1144.171	512.364	216.280	1458.991	428.903	190.959	1302.790	421.440	145.714	1166.401	677.849	162.192	1187.880	676.708	148.465	1121.043	741.535	122.025	1174.491	669.529	522.050	1014.793	503.311	454.606	1052.239	498.620	367.266	1045.954	660.639	301.973	1012.591	567.233	590.788	843.411	541.510	574.223	508.027	519.201	460.706	514.069	525.399	578.779	440.310	567.946	527.962	418.876	487.936	544.993	75.666	497.708	466.180	97.288	434.278	499.320	75.791	427.569	498.040	38.210	479.744	537.750	33.418	531.434	547.480	27.745	594.642	566.740	18.971	617.896	514.989	34.059	668.808	475.730	16.174	631.719	465.520	18.490	564.119	491.188	72.002	485.340	468.620	33.592	568.302	238.288	822.081	552.243	248.656	509.300	538.276	352.209	489.200	525.231	235.467	439.290	579.563	281.296	424.464	482.380	260.766	77.915	512.151	340.265	88.568	440.461	310.445	74.222	433.080	311.482	39.058	480.061	269.220	33.759	533.826	253.034	27.857	590.269	230.714	20.435	629.310	279.698	31.280	670.403	320.285	17.685	638.950	329.953	22.294	571.784	300.547	71.828	488.908	335.492	34.446
338	3.37000	547.797	486.582	1656.689	537.731	316.796	1644.869	659.239	392.833	1712.435	625.104	414.448	1413.484	666.658	412.875	1262.803	492.799	408.294	1497.980	472.592	412.292	1463.590	448.738	420.156	1327.378	501.725	414.517	1147.773	512.043	416.485	1109.935	505.806	415.288	1073.259	519.551	607.026	1470.739	448.353	643.669	1320.815	414.731	678.093	1179.574	670.337	668.153	1178.410	675.567	683.558	1112.038	741.535	694.185	1144.195	512.349	216.312	1459.000	428.853	191.029	1302.796	421.390	145.774	1166.399	677.814	162.195	1187.874	676.677	148.474	1120.999	741.476	122.010	1174.499	669.507	522.101	1014.796	503.311	454.606	1052.239	498.654	367.276	1045.955	660.664	302.022	1012.601	567.189	590.795	843.418	541.463	574.261	508.063	519.177	460.726	514.062	525.352	578.792	440.327	567.853	528.082	418.950	487.945	544.999	75.667	497.681	466.175	97.292	434.283	499.289	75.744	427.560	498.064	38.193	479.761	537.761	33.441	531.436	547.477	27.722	594.631	566.738	18.973	617.910	514.990	34.056	668.812	475.721	16.151	631.713	465.527	18.496	564.124	491.186	72.000	485.339	468.614	33.567	568.329	238.330	822.101	552.229	248.700	509.298	538.300	352.222	489.205	525.206	235.511	439.304	579.555	281.307	424.455	482.378	260.792	77.931	512.158	340.279	88.565	440.480	310.501	74.237	433.091	311.500	39.039	480.074	269.236	33.777	533.830	253.059	27.874	590.258	230.719	20.438	629.313	279.705	31.274	670.413	320.285	17.684	638.958	329.941	22.312	571.793	300.578	71.836	488.909	335.517	34.446
339	3.38000	547.824	486.631	1656.698	537.705	316.783	1644.831	659.265	392.809	1712.417	625.097	414.464	1413.541	666.652	412.902	1262.819	492.826	408.328	1497.990	472.614	412.336	1463.577	448.744	420.180	1327.373	501.752	414.536	1147.759	512.051	416.511	1109.932	505.789	415.316	1073.262	519.569	607.063	1470.731	448.385	643.722	1320.824	414.754	678.161	1179.587	670.331	668.206	1178.453	675.571	683.623	1112.085	741.546	694.237	1144.242	512.334	216.355	1458.988	428.833	191.084	1302.795	421.346	145.826	1166.406	677.772	162.193	1187.844	676.613	148.464	1121.000	741.425	122.002	1174.454	669.494	522.131	1014.791	503.296	454.600	1052.253	498.678	367.297	1045.934	660.685	302.076	1012.589	567.144	590.802	843.417	541.406	574.252	508.023	519.159	460.739	514.071	525.324	578.796	440.339	567.828	528.099	418.964	487.896	544.989	75.641	497.711	466.189	97.287	434.278	499.307	75.771	427.572	498.052	38.210	479.753	537.749	33.432	531.456	547.495	27.745	594.634	566.743	18.954	617.898	514.990	34.055	668.808	475.733	16.173	631.722	465.519	18.495	564.128	491.226	72.002	485.324	468.616	33.574	568.346	238.335	822.083	552.219	248.740	509.309	538.312	352.263	489.211	525.196	235.547	439.310	579.579	281.333	424.484	482.374	260.811	77.927	512.166	340.298	88.570	440.488	310.513	74.246	433.099	311.515	39.066	480.074	269.262	33.781	533.837	253.080	27.881	590.269	230.720	20.437	629.315	279.711	31.282	670.409	320.271	17.670	638.961	329.947	22.284	571.794	300.545	71.864	488.910	335.527	34.447
340	3.39000	547.872	486.632	1656.716	537.731	316.814	1644.843	659.317	392.875	1712.387	625.080	414.522	1413.512	666.656	412.927	1262.795	492.837	408.371	1497.977	472.624	412.370	1463.573	448.763	420.220	1327.365	501.772	414.546	1147.772	512.062	416.526	1109.942	505.807	415.321	1073.272	519.585	607.098	1470.749	448.391	643.778	1320.849	414.768	678.227	1179.602	670.340	668.283	1178.480	675.581	683.692	1112.106	741.540	694.318	1144.303	512.325	216.380	1458.987	428.799	191.118	1302.808	421.286	145.883	1166.404	677.714	162.206	1187.832	676.563	148.517	1120.963	741.388	121.992	1174.423	669.492	522.175	1014.787	503.313	454.629	1052.273	498.678	367.307	1045.957	660.711	302.119	1012.603	567.104	590.802	843.408	541.404	574.281	508.060	519.119	460.720	514.051	525.255	578.802	440.331	567.794	528.125	418.971	487.928	544.967	75.637	497.712	466.181	97.299	434.270	499.284	75.763	427.567	498.052	38.206	479.740	537.758	33.447	531.452	547.465	27.731	594.635	566.735	18.957	617.900	515.009	34.066	668.820	475.717	16.150	631.715	465.527	18.496	564.132	491.200	71.989	485.349	468.620	33.588	568.378	238.362	822.077	552.237	248.776	509.312	538.336	352.308	489.232	525.203	235.573	439.332	579.565	281.362	424.470	482.375	260.830	77.949	512.187	340.314	88.580	440.486	310.531	74.264	433.098	311.550	39.070	480.086	269.277	33.767	533.833	253.077	27.868	590.260	230.711	20.439	629.333	279.712	31.271	670.410	320.279	17.680	638.964	329.942	22.296	571.815	300.578	71.841	488.937	335.576	34.456
341	3.40000	547.903	486.677	1656.762	537.751	316.852	1644.851	659.370	392.859	1712.366	625.056	414.580	1413.508	666.650	412.975	1262.793	492.823	408.400	1497.988	472.616	412.406	1463.566	448.758	420.261	1327.359	501.758	414.585	1147.767	512.057	416.543	1109.947	505.836	415.350	1073.267	519.581	607.132	1470.745	448.397	643.824	1320.870	414.730	678.307	1179.643	670.317	668.348	1178.537	675.574	683.756	1112.141	741.529	694.389	1144.333	512.315	216.428	1458.969	428.786	191.178	1302.811	421.219	145.931	1166.439	677.664	162.242	1187.820	676.501	148.557	1120.941	741.310	122.015	1174.371	669.486	522.192	1014.780	503.329	454.649	1052.247	498.701	367.322	1045.967	660.724	302.140	1012.608	567.090	590.823	843.405	541.360	574.296	508.049	519.091	460.747	514.068	525.206	578.807	440.327	567.744	528.119	418.951	487.914	545.006	75.651	497.681	466.188	97.289	434.268	499.283	75.761	427.556	498.049	38.212	479.760	537.745	33.425	531.451	547.473	27.742	594.639	566.756	18.965	617.908	514.996	34.059	668.822	475.724	16.187	631.715	465.526	18.511	564.126	491.213	72.009	485.334	468.616	33.565	568.383	238.387	822.094	552.217	248.783	509.331	538.341	352.323	489.240	525.200	235.597	439.325	579.564	281.390	424.490	482.390	260.854	77.945	512.182	340.333	88.557	440.502	310.570	74.262	433.120	311.556	39.070	480.094	269.300	33.783	533.853	253.084	27.884	590.258	230.743	20.451	629.319	279.711	31.283	670.428	320.274	17.700	638.976	329.951	22.287	571.811	300.591	71.841	488.932	335.576	34.457
342	3.41000	547.927	486.678	1656.758	537.793	316.869	1644.850	659.410	392.898	1712.323	625.037	414.611	1413.514	666.647	413.014	1262.806	492.833	408.437	1497.968	472.601	412.436	1463.565	448.770	420.280	1327.342	501.778	414.595	1147.766	512.088	416.557	1109.948	505.836	415.368	1073.277	519.581	607.179	1470.767	448.375	643.883	1320.886	414.731	678.348	1179.646	670.305	668.439	1178.550	675.569	683.859	1112.197	741.533	694.465	1144.372	512.306	216.457	1458.961	428.753	191.229	1302.809	421.152	145.966	1166.425	677.601	162.248	1187.782	676.417	148.573	1120.904	741.268	122.045	1174.311	669.500	522.228	1014.762	503.348	454.665	1052.255	498.717	367.314	1045.973	660.740	302.170	1012.604	567.071	590.837	843.407	541.285	574.275	508.059	519.083	460.760	514.052	525.172	578.828	440.337	567.723	528.145	418.974	487.921	544.967	75.644	497.675	466.183	97.292	434.271	499.270	75.763	427.556	498.029	38.216	479.759	537.729	33.436	531.441	547.477	27.732	594.638	566.736	18.961	617.892	515.007	34.044	668.816	475.729	16.167	631.716	465.525	18.498	564.113	491.195	72.002	485.359	468.608	33.560	568.374	238.414	822.096	552.214	248.803	509.331	538.354	352.336	489.218	525.178	235.632	439.309	579.580	281.401	424.487	482.403	260.860	77.949	512.190	340.332	88.571	440.501	310.583	74.264	433.121	311.585	39.107	480.094	269.304	33.790	533.853	253.088	27.878	590.255	230.748	20.435	629.326	279.717	31.264	670.432	320.262	17.686	638.972	329.931	22.290	571.805	300.559	71.850	488.938	335.572	34.441
343	3.42000	548.017	486.687	1656.756	537.822	316.910	1644.868	659.497	392.911	1712.298	625.042	414.634	1413.489	666.665	413.075	1262.798	492.841	408.462	1497.981	472.616	412.477	1463.560	448.783	420.327	1327.346	501.791	414.629	1147.773	512.102	416.583	1109.961	505.875	415.382	1073.269	519.588	607.198	1470.749	448.361	643.917	1320.880	414.710	678.421	1179.668	670.281	668.516	1178.563	675.536	683.948	1112.219	741.505	694.569	1144.413	512.319	216.503	1458.937	428.730	191.273	1302.810	421.107	146.018	1166.435	677.570	162.296	1187.748	676.373	148.624	1120.883	741.213	122.097	1174.278	669.499	522.275	1014.758	503.338	454.692	1052.261	498.733	367.348	1045.983	660.761	302.199	1012.624	567.065	590.856	843.392	541.261	574.301	508.067	519.062	460.776	514.053	525.143	578.841	440.344	567.719	528.135	418.958	487.913	544.973	75.649	497.689	466.190	97.297	434.282	499.300	75.769	427.560	498.053	38.204	479.772	537.740	33.433	531.445	547.453	27.729	594.648	566.727	18.949	617.892	514.993	34.055	668.824	475.730	16.173	631.712	465.534	18.491	564.131	491.228	72.021	485.336	468.619	33.555	568.383	238.444	822.096	552.209	248.822	509.316	538.399	352.350	489.226	525.190	235.639	439.328	579.578	281.416	424.487	482.390	260.859	77.970	512.183	340.343	88.566	440.498	310.588	74.253	433.117	311.587	39.090	480.090	269.317	33.795	533.846	253.096	27.880	590.261	230.740	20.446	629.313	279.706	31.273	670.433	320.259	17.691	638.980	329.952	22.296	571.819	300.575	71.851	488.927	335.563	34.450
344	3.43000	548.027	486.749	1656.791	537.892	316.924	1644.872	659.551	392.952	1712.259	624.994	414.707	1413.461	666.651	413.132	1262.797	492.835	408.497	1497.965	472.618	412.491	1463.562	448.796	420.340	1327.342	501.831	414.638	1147.755	512.109	416.595	1109.956	505.882	415.407	1073.260	519.561	607.225	1470.748	448.334	643.960	1320.889	414.696	678.465	1179.648	670.271	668.594	1178.585	675.530	684.073	1112.249	741.470	694.671	1144.425	512.290	216.548	1458.934	428.696	191.309	1302.825	421.028	146.043	1166.455	677.521	162.319	1187.693	676.289	148.635	1120.857	741.167	122.134	1174.212	669.516	522.305	1014.752	503.361	454.695	1052.240	498.741	367.352	1045.985	660.787	302.228	1012.593	567.068	590.873	843.386	541.219	574.286	508.037	519.078	460.768	514.050	525.128	578.842	440.355	567.693	528.153	418.979	487.902	544.965	75.657	497.692	466.205	97.316	434.263	499.279	75.761	427.554	498.028	38.223	479.763	537.755	33.451	531.450	547.470	27.729	594.638	566.735	18.974	617.904	515.002	34.064	668.825	475.729	16.171	631.708	465.519	18.495	564.120	491.208	72.001	485.345	468.619	33.557	568.400	238.447	822.093	552.198	248.825	509.343	538.379	352.361	489.232	525.190	235.662	439.336	579.593	281.382	424.501	482.387	260.872	77.959	512.220	340.340	88.553	440.502	310.593	74.285	433.117	311.587	39.091	480.105	269.303	33.816	533.849	253.096	27.878	590.250	230.737	20.436	629.314	279.710	31.296	670.424	320.266	17.669	638.979	329.948	22.304	571.814	300.583	71.852	488.962	335.602	34.448
345	3.44000	548.063	486.776	1656.820	537.947	316.931	1644.858	659.612	392.977	1712.252	625.004	414.706	1413.445	666.645	413.166	1262.744	492.843	408.534	1497.967	472.626	412.524	1463.548	448.807	420.384	1327.316	501.834	414.647	1147.776	512.153	416.619	1109.939	505.890	415.401	1073.287	519.535	607.265	1470.755	448.313	644.010	1320.893	414.672	678.522	1179.664	670.239	668.692	1178.566	675.478	684.192	1112.261	741.442	694.789	1144.445	512.302	216.583	1458.904	428.680	191.359	1302.812	421.014	146.086	1166.442	677.473	162.379	1187.648	676.266	148.689	1120.781	741.120	122.172	1174.175	669.500	522.339	1014.729	503.368	454.708	1052.280	498.733	367.383	1045.984	660.805	302.252	1012.573	567.083	590.916	843.384	541.218	574.332	508.057	519.044	460.777	514.065	525.115	578.842	440.331	567.679	528.158	418.948	487.912	544.950	75.643	497.688	466.177	97.315	434.266	499.266	75.756	427.565	498.030	38.196	479.761	537.718	33.450	531.451	547.468	27.714	594.621	566.740	18.964	617.893	515.000	34.052	668.802	475.720	16.171	631.720	465.517	18.497	564.122	491.213	72.013	485.348	468.606	33.551	568.392	238.474	822.083	552.198	248.837	509.334	538.412	352.391	489.218	525.188	235.659	439.335	579.582	281.401	424.472	482.380	260.858	77.955	512.210	340.333	88.578	440.512	310.614	74.280	433.120	311.592	39.083	480.096	269.317	33.796	533.844	253.105	27.884	590.265	230.731	20.446	629.324	279.715	31.282	670.425	320.264	17.676	638.988	329.943	22.293	571.819	300.575	71.851	488.934	335.577	34.455
346	3.45000	548.111	486.782	1656.809	538.034	316.965	1644.875	659.683	392.994	1712.256	624.985	414.750	1413.453	666.648	413.191	1262.775	492.850	408.573	1497.964	472.627	412.573	1463.534	448.824	420.402	1327.310	501.849	414.670	1147.771	512.141	416.633	1109.950	505.928	415.444	1073.276	519.497	607.285	1470.741	448.275	644.054	1320.888	414.628	678.581	1179.656	670.207	668.815	1178.596	675.452	684.259	1112.232	741.415	694.913	1144.445	512.285	216.616	1458.888	428.645	191.411	1302.800	420.953	146.144	1166.432	677.427	162.423	1187.612	676.208	148.736	1120.739	741.071	122.204	1174.120	669.516	522.380	1014.723	503.381	454.739	1052.264	498.747	367.396	1045.962	660.835	302.278	1012.576	567.095	590.927	843.380	541.246	574.330	508.052	519.057	460.785	514.047	525.115	578.852	440.336	567.691	528.161	418.966	487.897	544.965	75.652	497.670	466.182	97.301	434.270	499.262	75.756	427.563	498.033	38.205	479.752	537.723	33.438	531.442	547.464	27.730	594.637	566.740	18.972	617.892	515.002	34.066	668.820	475.734	16.161	631.722	465.523	18.490	564.122	491.231	72.025	485.336	468.605	33.569	568.394	238.473	822.084	552.194	248.855	509.342	538.438	352.401	489.252	525.174	235.659	439.336	579.593	281.401	424.509	482.379	260.880	77.950	512.208	340.332	88.584	440.523	310.592	74.291	433.113	311.581	39.095	480.104	269.324	33.788	533.841	253.107	27.880	590.250	230.734	20.450	629.330	279.719	31.270	670.435	320.265	17.695	638.981	329.938	22.300	571.821	300.613	71.840	488.940	335.580	34.447
347	3.46000	548.134	486.812	1656.812	538.095	317.005	1644.853	659.755	393.080	1712.222	624.988	414.821	1413.465	666.675	413.234	1262.824	492.848	408.595	1497.958	472.637	412.606	1463.525	448.858	420.411	1327.296	501.878	414.689	1147.759	512.161	416.644	1109.942	505.923	415.461	1073.280	519.458	607.347	1470.720	448.261	644.072	1320.857	414.609	678.627	1179.647	670.177	668.921	1178.592	675.423	684.357	1112.222	741.373	695.043	1144.479	512.273	216.668	1458.864	428.628	191.444	1302.781	420.931	146.181	1166.410	677.414	162.448	1187.557	676.182	148.773	1120.683	741.027	122.264	1174.057	669.530	522.397	1014.700	503.413	454.762	1052.248	498.796	367.410	1045.977	660.846	302.299	1012.556	567.112	590.946	843.363	541.243	574.354	508.051	519.060	460.801	514.052	525.099	578.870	440.317	567.685	528.178	418.955	487.931	544.956	75.629	497.660	466.172	97.319	434.276	499.277	75.740	427.569	498.018	38.208	479.747	537.723	33.441	531.452	547.458	27.709	594.630	566.734	18.955	617.897	514.996	34.066	668.814	475.732	16.165	631.715	465.529	18.489	564.129	491.216	72.005	485.336	468.602	33.551	568.413	238.468	822.064	552.197	248.871	509.341	538.430	352.397	489.209	525.178	235.696	439.348	579.581	281.398	424.484	482.388	260.871	77.962	512.222	340.332	88.572	440.506	310.624	74.264	433.135	311.604	39.076	480.088	269.309	33.813	533.847	253.104	27.867	590.258	230.725	20.446	629.335	279.702	31.272	670.437	320.266	17.680	638.987	329.948	22.304	571.806	300.559	71.850	488.947	335.563	34.434
348	3.47000	548.193	486.849	1656.815	538.152	317.012	1644.861	659.807	393.085	1712.202	624.960	414.851	1413.455	666.643	413.295	1262.773	492.870	408.643	1497.950	472.648	412.628	1463.498	448.855	420.446	1327.295	501.914	414.720	1147.761	512.195	416.700	1109.941	505.965	415.492	1073.293	519.463	607.367	1470.705	448.206	644.097	1320.854	414.542	678.637	1179.649	670.131	669.016	1178.594	675.385	684.507	1112.225	741.322	695.197	1144.475	512.253	216.697	1458.861	428.618	191.492	1302.768	420.904	146.234	1166.409	677.396	162.506	1187.522	676.158	148.827	1120.619	741.020	122.301	1173.974	669.549	522.435	1014.698	503.437	454.773	1052.252	498.834	367.463	1045.963	660.870	302.344	1012.557	567.145	590.972	843.360	541.224	574.326	508.024	519.044	460.816	514.065	525.137	578.887	440.336	567.698	528.086	418.863	487.906	544.971	75.649	497.707	466.192	97.294	434.265	499.265	75.751	427.562	498.031	38.210	479.761	537.744	33.447	531.428	547.466	27.729	594.623	566.729	18.951	617.887	515.015	34.066	668.821	475.731	16.178	631.725	465.528	18.486	564.131	491.237	72.007	485.328	468.600	33.580	568.431	238.507	822.074	552.203	248.879	509.325	538.434	352.411	489.218	525.174	235.700	439.348	579.573	281.427	424.472	482.383	260.889	77.963	512.213	340.349	88.579	440.516	310.612	74.289	433.134	311.615	39.084	480.104	269.331	33.807	533.848	253.102	27.877	590.257	230.741	20.428	629.330	279.712	31.281	670.428	320.259	17.681	638.988	329.940	22.297	571.828	300.593	71.848	488.963	335.580	34.443
349	3.48000	548.206	486.862	1656.820	538.232	317.042	1644.883	659.876	393.157	1712.188	624.976	414.871	1413.429	666.618	413.311	1262.771	492.859	408.672	1497.952	472.664	412.660	1463.497	448.876	420.458	1327.281	501.913	414.746	1147.757	512.227	416.708	1109.959	505.976	415.510	1073.268	519.436	607.381	1470.692	448.192	644.106	1320.846	414.514	678.671	1179.633	670.101	669.140	1178.583	675.339	684.597	1112.203	741.299	695.326	1144.480	512.260	216.740	1458.836	428.590	191.547	1302.745	420.902	146.278	1166.371	677.398	162.548	1187.497	676.127	148.890	1120.581	741.011	122.317	1173.939	669.591	522.455	1014.693	503.459	454.824	1052.242	498.847	367.472	1045.955	660.862	302.357	1012.564	567.153	590.986	843.367	541.246	574.372	508.010	519.069	460.830	514.053	525.121	578.882	440.321	567.701	528.212	418.973	487.906	544.960	75.631	497.668	466.193	97.310	434.275	499.273	75.749	427.561	498.041	38.200	479.752	537.726	33.447	531.437	547.463	27.721	594.621	566.729	18.964	617.905	515.000	34.058	668.812	475.733	16.166	631.716	465.534	18.502	564.123	491.224	71.999	485.339	468.602	33.573	568.429	238.517	822.077	552.201	248.892	509.338	538.464	352.442	489.212	525.174	235.708	439.358	579.589	281.428	424.490	482.385	260.878	77.975	512.230	340.352	88.598	440.513	310.610	74.281	433.132	311.614	39.105	480.099	269.318	33.805	533.849	253.111	27.878	590.246	230.736	20.452	629.328	279.703	31.272	670.444	320.258	17.682	638.986	329.931	22.298	571.819	300.572	71.848	488.949	335.582	34.461
